precision_fixed,recall_fixed,total_cost_fixed,n_flagged_fixed,best_threshold,best_total_cost,best_n_flagged,b
1.0,1.0,3553.1516756300744,30,0.5285064087406933,3553.1516756300744,30,5327
1.0,1.0,1776.5758378150372,30,0.5285064087406933,1776.5758378150372,30,5328
1.0,1.0,1776.5758378150372,24,0.5285064087406933,1776.5758378150372,24,5329
1.0,1.0,0.0,25,0.6875736669473631,0.0,25,5330
1.0,1.0,0.0,23,0.5285064087406933,0.0,23,5331
1.0,1.0,1776.5758378150372,33,0.5285064087406933,1776.5758378150372,33,5332
1.0,1.0,0.0,30,0.5285064087406933,0.0,30,5333
1.0,1.0,0.0,25,0.6875736669473631,0.0,25,5334
1.0,1.0,0.0,23,0.5285064087406933,0.0,23,5335
1.0,1.0,1776.5758378150372,36,0.5285064087406933,1776.5758378150372,36,5336
1.0,1.0,3553.1516756300744,25,0.5285064087406933,3553.1516756300744,25,5337
1.0,1.0,0.0,27,0.6875736669473631,0.0,27,5338
1.0,1.0,1776.5758378150372,29,0.926097564296077,1776.5758378150372,29,5339
1.0,1.0,0.0,23,0.889069257965752,0.0,23,5340
1.0,1.0,1776.5758378150372,31,0.5285064087406933,1776.5758378150372,31,5341
1.0,1.0,1776.5758378150372,29,0.5285064087406933,1776.5758378150372,29,5342
1.0,1.0,1776.5758378150372,27,0.6875736669473631,1776.5758378150372,27,5343
1.0,1.0,1776.5758378150372,27,0.889069257965752,1776.5758378150372,27,5344
1.0,1.0,1776.5758378150372,22,0.6875736669473631,1776.5758378150372,22,5345
1.0,1.0,0.0,19,0.5285064087406933,0.0,19,5346
1.0,1.0,0.0,25,0.5285064087406933,0.0,25,5347
1.0,1.0,1776.5758378150372,25,0.5285064087406933,1776.5758378150372,25,5348
1.0,1.0,0.0,28,0.5285064087406933,0.0,28,5349
1.0,1.0,1776.5758378150372,34,0.5285064087406933,1776.5758378150372,34,5350
1.0,1.0,3553.1516756300744,33,0.5285064087406933,3553.1516756300744,33,5351
1.0,1.0,0.0,31,0.6875736669473631,0.0,31,5352
1.0,1.0,1776.5758378150372,28,0.6875736669473631,1776.5758378150372,28,5353
1.0,1.0,1776.5758378150372,27,0.5285064087406933,1776.5758378150372,27,5354
1.0,1.0,3553.1516756300744,28,0.5285064087406933,3553.1516756300744,28,5355
1.0,1.0,3553.1516756300744,29,0.5285064087406933,3553.1516756300744,29,5356
1.0,1.0,0.0,21,0.5285064087406933,0.0,21,5357
1.0,1.0,3553.1516756300744,25,0.5285064087406933,3553.1516756300744,25,5358
1.0,1.0,0.0,22,0.5285064087406933,0.0,22,5359
1.0,1.0,1776.5758378150372,23,0.5285064087406933,1776.5758378150372,23,5360
1.0,1.0,5329.727513445112,25,0.6875736669473631,5329.727513445112,25,5361
1.0,1.0,1776.5758378150372,27,0.5285064087406933,1776.5758378150372,27,5362
1.0,1.0,5329.727513445112,28,0.5285064087406933,5329.727513445112,28,5363
1.0,1.0,1776.5758378150372,19,0.6875736669473631,1776.5758378150372,19,5364
1.0,1.0,0.0,27,0.5285064087406933,0.0,27,5365
1.0,1.0,1776.5758378150372,22,0.6875736669473631,1776.5758378150372,22,5366
1.0,1.0,0.0,25,0.5285064087406933,0.0,25,5367
1.0,1.0,0.0,27,0.5285064087406933,0.0,27,5368
1.0,1.0,3553.1516756300744,26,0.5285064087406933,3553.1516756300744,26,5369
1.0,1.0,3553.1516756300744,26,0.5285064087406933,3553.1516756300744,26,5370
1.0,1.0,3553.1516756300744,26,0.5285064087406933,3553.1516756300744,26,5371
1.0,1.0,0.0,22,0.926097564296077,0.0,22,5372
1.0,1.0,0.0,24,0.5285064087406933,0.0,24,5373
1.0,1.0,3553.1516756300744,26,0.6875736669473631,3553.1516756300744,26,5374
1.0,1.0,0.0,30,0.5285064087406933,0.0,30,5375
1.0,1.0,1776.5758378150372,26,0.5285064087406933,1776.5758378150372,26,5376
1.0,1.0,3553.1516756300744,26,0.5285064087406933,3553.1516756300744,26,5377
1.0,1.0,1776.5758378150372,27,0.6875736669473631,1776.5758378150372,27,5378
1.0,1.0,0.0,34,0.5285064087406933,0.0,34,5379
1.0,1.0,3553.1516756300744,27,0.6875736669473631,3553.1516756300744,27,5380
1.0,1.0,5329.727513445112,29,0.5285064087406933,5329.727513445112,29,5381
1.0,1.0,1776.5758378150372,27,0.5285064087406933,1776.5758378150372,27,5382
1.0,1.0,1776.5758378150372,29,0.6875736669473631,1776.5758378150372,29,5383
1.0,1.0,1776.5758378150372,37,0.5285064087406933,1776.5758378150372,37,5384
1.0,1.0,0.0,30,0.5285064087406933,0.0,30,5385
1.0,1.0,0.0,28,0.5285064087406933,0.0,28,5386
1.0,1.0,0.0,24,0.5285064087406933,0.0,24,5387
1.0,1.0,0.0,18,0.5285064087406933,0.0,18,5388
1.0,1.0,3553.1516756300744,33,0.6875736669473631,3553.1516756300744,33,5389
1.0,1.0,1776.5758378150372,27,0.6875736669473631,1776.5758378150372,27,5390
1.0,1.0,1776.5758378150372,24,0.926097564296077,1776.5758378150372,24,5391
1.0,1.0,3553.1516756300744,24,0.5285064087406933,3553.1516756300744,24,5392
1.0,1.0,0.0,23,0.889069257965752,0.0,23,5393
1.0,1.0,1776.5758378150372,28,0.5285064087406933,1776.5758378150372,28,5394
1.0,1.0,1776.5758378150372,28,0.6875736669473631,1776.5758378150372,28,5395
1.0,1.0,0.0,26,0.5285064087406933,0.0,26,5396
1.0,1.0,5329.727513445112,23,0.5285064087406933,5329.727513445112,23,5397
1.0,1.0,0.0,25,0.889069257965752,0.0,25,5398
1.0,1.0,3553.1516756300744,26,0.6875736669473631,3553.1516756300744,26,5399
1.0,1.0,0.0,29,0.5285064087406933,0.0,29,5400
1.0,1.0,1776.5758378150372,27,0.6875736669473631,1776.5758378150372,27,5401
1.0,1.0,0.0,20,0.926097564296077,0.0,20,5402
1.0,1.0,3553.1516756300744,29,0.9469338323659244,3553.1516756300744,29,5403
1.0,1.0,5329.727513445112,24,0.5285064087406933,5329.727513445112,24,5404
1.0,1.0,1776.5758378150372,20,0.5285064087406933,1776.5758378150372,20,5405
1.0,1.0,8882.879189075185,24,0.5285064087406933,8882.879189075185,24,5406
1.0,1.0,1776.5758378150372,31,0.5285064087406933,1776.5758378150372,31,5407
1.0,1.0,3553.1516756300744,18,0.6875736669473631,3553.1516756300744,18,5408
1.0,1.0,1776.5758378150372,24,0.5285064087406933,1776.5758378150372,24,5409
1.0,1.0,1776.5758378150372,31,0.5285064087406933,1776.5758378150372,31,5410
1.0,1.0,1776.5758378150372,29,0.9469338323659244,1776.5758378150372,29,5411
1.0,1.0,1776.5758378150372,34,0.5285064087406933,1776.5758378150372,34,5412
1.0,1.0,1776.5758378150372,30,0.5285064087406933,1776.5758378150372,30,5413
1.0,1.0,0.0,29,0.5285064087406933,0.0,29,5414
1.0,1.0,0.0,24,0.889069257965752,0.0,24,5415
1.0,1.0,0.0,17,0.5285064087406933,0.0,17,5416
1.0,1.0,0.0,21,0.926097564296077,0.0,21,5417
1.0,1.0,5329.727513445112,25,0.926097564296077,5329.727513445112,25,5418
1.0,1.0,7106.303351260149,29,0.926097564296077,7106.303351260149,29,5419
1.0,1.0,1776.5758378150372,28,0.5285064087406933,1776.5758378150372,28,5420
1.0,1.0,0.0,19,0.6875736669473631,0.0,19,5421
1.0,1.0,1776.5758378150372,23,0.889069257965752,1776.5758378150372,23,5422
1.0,1.0,3553.1516756300744,28,0.6875736669473631,3553.1516756300744,28,5423
1.0,1.0,3553.1516756300744,27,0.5285064087406933,3553.1516756300744,27,5424
1.0,1.0,0.0,27,0.6875736669473631,0.0,27,5425
1.0,1.0,3553.1516756300744,30,0.6875736669473631,3553.1516756300744,30,5426
1.0,1.0,0.0,28,0.6875736669473631,0.0,28,5427
1.0,1.0,0.0,23,0.5285064087406933,0.0,23,5428
1.0,1.0,0.0,21,0.926097564296077,0.0,21,5429
1.0,1.0,1776.5758378150372,28,0.926097564296077,1776.5758378150372,28,5430
1.0,1.0,0.0,26,0.5285064087406933,0.0,26,5431
1.0,1.0,1776.5758378150372,22,0.5285064087406933,1776.5758378150372,22,5432
1.0,1.0,0.0,23,0.5285064087406933,0.0,23,5433
1.0,1.0,0.0,28,0.5285064087406933,0.0,28,5434
1.0,1.0,0.0,30,0.6875736669473631,0.0,30,5435
1.0,1.0,0.0,26,0.5285064087406933,0.0,26,5436
1.0,1.0,0.0,24,0.926097564296077,0.0,24,5437
1.0,1.0,0.0,29,0.6875736669473631,0.0,29,5438
1.0,1.0,3553.1516756300744,29,0.5285064087406933,3553.1516756300744,29,5439
1.0,1.0,1776.5758378150372,23,0.889069257965752,1776.5758378150372,23,5440
1.0,1.0,3553.1516756300744,24,0.5285064087406933,3553.1516756300744,24,5441
1.0,1.0,0.0,29,0.6875736669473631,0.0,29,5442
1.0,1.0,5329.727513445112,25,0.6875736669473631,5329.727513445112,25,5443
1.0,1.0,1776.5758378150372,28,0.5285064087406933,1776.5758378150372,28,5444
1.0,1.0,3553.1516756300744,26,0.5285064087406933,3553.1516756300744,26,5445
1.0,1.0,1776.5758378150372,29,0.5285064087406933,1776.5758378150372,29,5446
1.0,1.0,1776.5758378150372,23,0.5285064087406933,1776.5758378150372,23,5447
1.0,1.0,3553.1516756300744,31,0.5285064087406933,3553.1516756300744,31,5448
1.0,1.0,3553.1516756300744,27,0.5285064087406933,3553.1516756300744,27,5449
1.0,1.0,3553.1516756300744,28,0.5285064087406933,3553.1516756300744,28,5450
1.0,1.0,0.0,24,0.5285064087406933,0.0,24,5451
1.0,1.0,1776.5758378150372,21,0.5285064087406933,1776.5758378150372,21,5452
1.0,1.0,1776.5758378150372,24,0.5285064087406933,1776.5758378150372,24,5453
1.0,1.0,1776.5758378150372,31,0.5285064087406933,1776.5758378150372,31,5454
1.0,1.0,0.0,26,0.5285064087406933,0.0,26,5455
1.0,1.0,1776.5758378150372,27,0.5285064087406933,1776.5758378150372,27,5456
1.0,1.0,3553.1516756300744,28,0.6875736669473631,3553.1516756300744,28,5457
1.0,1.0,0.0,31,0.5285064087406933,0.0,31,5458
1.0,1.0,1776.5758378150372,30,0.5285064087406933,1776.5758378150372,30,5459
1.0,1.0,1776.5758378150372,30,0.5285064087406933,1776.5758378150372,30,5460
1.0,1.0,1776.5758378150372,25,0.6875736669473631,1776.5758378150372,25,5461
1.0,1.0,0.0,28,0.5285064087406933,0.0,28,5462
1.0,1.0,0.0,23,0.5285064087406933,0.0,23,5463
1.0,1.0,1776.5758378150372,25,0.6875736669473631,1776.5758378150372,25,5464
1.0,1.0,5329.727513445112,27,0.5285064087406933,5329.727513445112,27,5465
1.0,1.0,1776.5758378150372,29,0.5285064087406933,1776.5758378150372,29,5466
1.0,1.0,1776.5758378150372,24,0.6875736669473631,1776.5758378150372,24,5467
1.0,1.0,0.0,27,0.6875736669473631,0.0,27,5468
1.0,1.0,1776.5758378150372,22,0.5285064087406933,1776.5758378150372,22,5469
1.0,1.0,1776.5758378150372,31,0.5285064087406933,1776.5758378150372,31,5470
1.0,1.0,0.0,22,0.5285064087406933,0.0,22,5471
1.0,1.0,1776.5758378150372,22,0.5285064087406933,1776.5758378150372,22,5472
1.0,1.0,1776.5758378150372,24,0.5285064087406933,1776.5758378150372,24,5473
1.0,1.0,3553.1516756300744,31,0.926097564296077,3553.1516756300744,31,5474
1.0,1.0,1776.5758378150372,22,0.6875736669473631,1776.5758378150372,22,5475
1.0,1.0,0.0,31,0.6875736669473631,0.0,31,5476
1.0,1.0,1776.5758378150372,22,0.6875736669473631,1776.5758378150372,22,5477
1.0,1.0,0.0,22,0.6875736669473631,0.0,22,5478
1.0,1.0,1776.5758378150372,32,0.5285064087406933,1776.5758378150372,32,5479
1.0,1.0,1776.5758378150372,22,0.6875736669473631,1776.5758378150372,22,5480
1.0,1.0,0.0,28,0.5285064087406933,0.0,28,5481
1.0,1.0,1776.5758378150372,28,0.5285064087406933,1776.5758378150372,28,5482
1.0,1.0,3553.1516756300744,24,0.5285064087406933,3553.1516756300744,24,5483
1.0,1.0,5329.727513445112,27,0.5285064087406933,5329.727513445112,27,5484
1.0,1.0,1776.5758378150372,27,0.889069257965752,1776.5758378150372,27,5485
1.0,1.0,1776.5758378150372,24,0.5285064087406933,1776.5758378150372,24,5486
1.0,1.0,0.0,19,0.5285064087406933,0.0,19,5487
1.0,1.0,1776.5758378150372,29,0.5285064087406933,1776.5758378150372,29,5488
1.0,1.0,1776.5758378150372,32,0.5285064087406933,1776.5758378150372,32,5489
1.0,1.0,1776.5758378150372,26,0.5285064087406933,1776.5758378150372,26,5490
1.0,1.0,1776.5758378150372,23,0.6875736669473631,1776.5758378150372,23,5491
1.0,1.0,3553.1516756300744,25,0.5285064087406933,3553.1516756300744,25,5492
1.0,1.0,0.0,25,0.5285064087406933,0.0,25,5493
1.0,1.0,0.0,21,0.5285064087406933,0.0,21,5494
1.0,1.0,0.0,25,0.6875736669473631,0.0,25,5495
1.0,1.0,1776.5758378150372,28,0.5285064087406933,1776.5758378150372,28,5496
1.0,1.0,1776.5758378150372,29,0.5285064087406933,1776.5758378150372,29,5497
1.0,1.0,0.0,24,0.926097564296077,0.0,24,5498
1.0,1.0,0.0,30,0.5285064087406933,0.0,30,5499
1.0,1.0,1776.5758378150372,28,0.5285064087406933,1776.5758378150372,28,5500
1.0,1.0,3553.1516756300744,23,0.5285064087406933,3553.1516756300744,23,5501
1.0,1.0,0.0,28,0.5285064087406933,0.0,28,5502
1.0,1.0,0.0,28,0.6875736669473631,0.0,28,5503
1.0,1.0,1776.5758378150372,25,0.5285064087406933,1776.5758378150372,25,5504
1.0,1.0,0.0,30,0.5285064087406933,0.0,30,5505
1.0,1.0,1776.5758378150372,33,0.5285064087406933,1776.5758378150372,33,5506
1.0,1.0,1776.5758378150372,23,0.5285064087406933,1776.5758378150372,23,5507
1.0,1.0,1776.5758378150372,31,0.5285064087406933,1776.5758378150372,31,5508
1.0,1.0,0.0,18,0.5285064087406933,0.0,18,5509
1.0,1.0,5329.727513445112,27,0.6875736669473631,5329.727513445112,27,5510
1.0,1.0,5329.727513445112,28,0.6875736669473631,5329.727513445112,28,5511
1.0,1.0,0.0,22,0.5285064087406933,0.0,22,5512
1.0,1.0,0.0,19,0.926097564296077,0.0,19,5513
1.0,1.0,0.0,31,0.5285064087406933,0.0,31,5514
1.0,1.0,3553.1516756300744,23,0.5285064087406933,3553.1516756300744,23,5515
1.0,1.0,3553.1516756300744,24,0.6875736669473631,3553.1516756300744,24,5516
1.0,1.0,1776.5758378150372,24,0.5285064087406933,1776.5758378150372,24,5517
1.0,1.0,1776.5758378150372,27,0.5285064087406933,1776.5758378150372,27,5518
1.0,1.0,3553.1516756300744,31,0.6875736669473631,3553.1516756300744,31,5519
1.0,1.0,0.0,14,0.5285064087406933,0.0,14,5520
1.0,1.0,0.0,29,0.5285064087406933,0.0,29,5521
1.0,1.0,3553.1516756300744,26,0.6875736669473631,3553.1516756300744,26,5522
1.0,1.0,0.0,21,0.6875736669473631,0.0,21,5523
1.0,1.0,3553.1516756300744,24,0.889069257965752,3553.1516756300744,24,5524
1.0,1.0,3553.1516756300744,23,0.6875736669473631,3553.1516756300744,23,5525
1.0,1.0,3553.1516756300744,22,0.889069257965752,3553.1516756300744,22,5526
1.0,1.0,1776.5758378150372,26,0.5285064087406933,1776.5758378150372,26,5527
1.0,1.0,0.0,29,0.889069257965752,0.0,29,5528
1.0,1.0,3553.1516756300744,25,0.6875736669473631,3553.1516756300744,25,5529
1.0,1.0,0.0,28,0.5285064087406933,0.0,28,5530
1.0,1.0,5329.727513445112,30,0.5285064087406933,5329.727513445112,30,5531
1.0,1.0,0.0,26,0.5285064087406933,0.0,26,5532
1.0,1.0,0.0,24,0.5285064087406933,0.0,24,5533
1.0,1.0,1776.5758378150372,25,0.6875736669473631,1776.5758378150372,25,5534
1.0,1.0,3553.1516756300744,28,0.5285064087406933,3553.1516756300744,28,5535
1.0,1.0,3553.1516756300744,24,0.5285064087406933,3553.1516756300744,24,5536
1.0,1.0,1776.5758378150372,31,0.5285064087406933,1776.5758378150372,31,5537
1.0,1.0,0.0,28,0.6875736669473631,0.0,28,5538
1.0,1.0,1776.5758378150372,24,0.6875736669473631,1776.5758378150372,24,5539
1.0,1.0,3553.1516756300744,28,0.5285064087406933,3553.1516756300744,28,5540
1.0,1.0,3553.1516756300744,30,0.5285064087406933,3553.1516756300744,30,5541
1.0,1.0,1776.5758378150372,21,0.926097564296077,1776.5758378150372,21,5542
1.0,1.0,1776.5758378150372,27,0.5285064087406933,1776.5758378150372,27,5543
1.0,1.0,1776.5758378150372,31,0.6875736669473631,1776.5758378150372,31,5544
1.0,1.0,0.0,25,0.889069257965752,0.0,25,5545
1.0,1.0,0.0,26,0.5285064087406933,0.0,26,5546
1.0,1.0,3553.1516756300744,28,0.5285064087406933,3553.1516756300744,28,5547
1.0,1.0,0.0,29,0.889069257965752,0.0,29,5548
1.0,1.0,3553.1516756300744,28,0.5285064087406933,3553.1516756300744,28,5549
1.0,1.0,0.0,26,0.5285064087406933,0.0,26,5550
1.0,1.0,1776.5758378150372,22,0.5285064087406933,1776.5758378150372,22,5551
1.0,1.0,0.0,23,0.5285064087406933,0.0,23,5552
1.0,1.0,0.0,30,0.5285064087406933,0.0,30,5553
1.0,1.0,1776.5758378150372,29,0.5285064087406933,1776.5758378150372,29,5554
1.0,1.0,1776.5758378150372,20,0.6875736669473631,1776.5758378150372,20,5555
1.0,1.0,0.0,28,0.6875736669473631,0.0,28,5556
1.0,1.0,1776.5758378150372,27,0.5285064087406933,1776.5758378150372,27,5557
1.0,1.0,0.0,25,0.5285064087406933,0.0,25,5558
1.0,1.0,1776.5758378150372,23,0.5285064087406933,1776.5758378150372,23,5559
1.0,1.0,3553.1516756300744,26,0.6875736669473631,3553.1516756300744,26,5560
1.0,1.0,0.0,24,0.5285064087406933,0.0,24,5561
1.0,1.0,3553.1516756300744,21,0.6875736669473631,3553.1516756300744,21,5562
1.0,1.0,1776.5758378150372,22,0.5285064087406933,1776.5758378150372,22,5563
1.0,1.0,1776.5758378150372,30,0.889069257965752,1776.5758378150372,30,5564
1.0,1.0,0.0,31,0.5285064087406933,0.0,31,5565
1.0,1.0,0.0,27,0.6875736669473631,0.0,27,5566
1.0,1.0,0.0,22,0.6875736669473631,0.0,22,5567
1.0,1.0,0.0,31,0.5285064087406933,0.0,31,5568
1.0,1.0,3553.1516756300744,27,0.5285064087406933,3553.1516756300744,27,5569
1.0,1.0,1776.5758378150372,30,0.5285064087406933,1776.5758378150372,30,5570
1.0,1.0,5329.727513445112,27,0.889069257965752,5329.727513445112,27,5571
1.0,1.0,0.0,22,0.6875736669473631,0.0,22,5572
1.0,1.0,1776.5758378150372,28,0.5285064087406933,1776.5758378150372,28,5573
1.0,1.0,1776.5758378150372,26,0.5285064087406933,1776.5758378150372,26,5574
1.0,1.0,3553.1516756300744,30,0.5285064087406933,3553.1516756300744,30,5575
1.0,1.0,1776.5758378150372,29,0.5285064087406933,1776.5758378150372,29,5576
1.0,1.0,1776.5758378150372,22,0.889069257965752,1776.5758378150372,22,5577
1.0,1.0,1776.5758378150372,24,0.6875736669473631,1776.5758378150372,24,5578
1.0,1.0,0.0,22,0.5285064087406933,0.0,22,5579
1.0,1.0,0.0,31,0.6875736669473631,0.0,31,5580
1.0,1.0,1776.5758378150372,32,0.5285064087406933,1776.5758378150372,32,5581
1.0,1.0,1776.5758378150372,34,0.5285064087406933,1776.5758378150372,34,5582
1.0,1.0,1776.5758378150372,21,0.6875736669473631,1776.5758378150372,21,5583
1.0,1.0,0.0,26,0.889069257965752,0.0,26,5584
1.0,1.0,3553.1516756300744,25,0.6875736669473631,3553.1516756300744,25,5585
1.0,1.0,0.0,27,0.5285064087406933,0.0,27,5586
1.0,1.0,3553.1516756300744,26,0.889069257965752,3553.1516756300744,26,5587
1.0,1.0,3553.1516756300744,30,0.5285064087406933,3553.1516756300744,30,5588
1.0,1.0,1776.5758378150372,24,0.6875736669473631,1776.5758378150372,24,5589
1.0,1.0,0.0,26,0.5285064087406933,0.0,26,5590
1.0,1.0,1776.5758378150372,34,0.5285064087406933,1776.5758378150372,34,5591
1.0,1.0,0.0,21,0.6875736669473631,0.0,21,5592
1.0,1.0,0.0,25,0.6875736669473631,0.0,25,5593
1.0,1.0,0.0,29,0.5285064087406933,0.0,29,5594
1.0,1.0,0.0,23,0.5285064087406933,0.0,23,5595
1.0,1.0,0.0,27,0.5285064087406933,0.0,27,5596
1.0,1.0,1776.5758378150372,26,0.5285064087406933,1776.5758378150372,26,5597
1.0,1.0,0.0,28,0.889069257965752,0.0,28,5598
1.0,1.0,3553.1516756300744,29,0.5285064087406933,3553.1516756300744,29,5599
1.0,1.0,0.0,27,0.5285064087406933,0.0,27,5600
1.0,1.0,8882.879189075185,23,0.6875736669473631,8882.879189075185,23,5601
1.0,1.0,1776.5758378150372,26,0.5285064087406933,1776.5758378150372,26,5602
1.0,1.0,0.0,24,0.6875736669473631,0.0,24,5603
1.0,1.0,0.0,24,0.5285064087406933,0.0,24,5604
1.0,1.0,0.0,26,0.5285064087406933,0.0,26,5605
1.0,1.0,0.0,25,0.889069257965752,0.0,25,5606
1.0,1.0,1776.5758378150372,27,0.6875736669473631,1776.5758378150372,27,5607
1.0,1.0,0.0,24,0.5285064087406933,0.0,24,5608
1.0,1.0,0.0,19,0.6875736669473631,0.0,19,5609
1.0,1.0,1776.5758378150372,27,0.5285064087406933,1776.5758378150372,27,5610
1.0,1.0,0.0,22,0.5285064087406933,0.0,22,5611
1.0,1.0,1776.5758378150372,28,0.5285064087406933,1776.5758378150372,28,5612
1.0,1.0,0.0,23,0.5285064087406933,0.0,23,5613
1.0,1.0,0.0,24,0.5285064087406933,0.0,24,5614
1.0,1.0,5329.727513445112,25,0.6875736669473631,5329.727513445112,25,5615
1.0,1.0,0.0,21,0.5285064087406933,0.0,21,5616
1.0,1.0,1776.5758378150372,22,0.926097564296077,1776.5758378150372,22,5617
1.0,1.0,1776.5758378150372,24,0.5285064087406933,1776.5758378150372,24,5618
1.0,1.0,0.0,23,0.6875736669473631,0.0,23,5619
1.0,1.0,0.0,28,0.5285064087406933,0.0,28,5620
1.0,1.0,1776.5758378150372,20,0.5285064087406933,1776.5758378150372,20,5621
1.0,1.0,5329.727513445112,29,0.889069257965752,5329.727513445112,29,5622
1.0,1.0,0.0,25,0.5285064087406933,0.0,25,5623
1.0,1.0,1776.5758378150372,29,0.5285064087406933,1776.5758378150372,29,5624
1.0,1.0,0.0,19,0.5285064087406933,0.0,19,5625
1.0,1.0,1776.5758378150372,23,0.5285064087406933,1776.5758378150372,23,5626
1.0,1.0,0.0,28,0.6875736669473631,0.0,28,5627
1.0,1.0,0.0,29,0.9753158817458856,0.0,29,5628
1.0,1.0,1776.5758378150372,24,0.5285064087406933,1776.5758378150372,24,5629
1.0,1.0,1776.5758378150372,28,0.6875736669473631,1776.5758378150372,28,5630
1.0,1.0,0.0,25,0.6875736669473631,0.0,25,5631
1.0,1.0,0.0,26,0.6875736669473631,0.0,26,5632
1.0,1.0,3553.1516756300744,25,0.5285064087406933,3553.1516756300744,25,5633
1.0,1.0,0.0,28,0.966404119205896,0.0,28,5634
1.0,1.0,3553.1516756300744,32,0.6875736669473631,3553.1516756300744,32,5635
1.0,1.0,0.0,25,0.6875736669473631,0.0,25,5636
1.0,1.0,3553.1516756300744,27,0.5285064087406933,3553.1516756300744,27,5637
1.0,1.0,1776.5758378150372,19,0.6875736669473631,1776.5758378150372,19,5638
1.0,1.0,0.0,22,0.5285064087406933,0.0,22,5639
1.0,1.0,3553.1516756300744,31,0.5285064087406933,3553.1516756300744,31,5640
1.0,1.0,3553.1516756300744,26,0.5285064087406933,3553.1516756300744,26,5641
1.0,1.0,0.0,22,0.6875736669473631,0.0,22,5642
1.0,1.0,0.0,29,0.6875736669473631,0.0,29,5643
1.0,1.0,1776.5758378150372,29,0.5285064087406933,1776.5758378150372,29,5644
1.0,1.0,0.0,27,0.5285064087406933,0.0,27,5645
1.0,1.0,1776.5758378150372,22,0.5285064087406933,1776.5758378150372,22,5646
1.0,1.0,1776.5758378150372,21,0.6875736669473631,1776.5758378150372,21,5647
1.0,1.0,1776.5758378150372,23,0.6875736669473631,1776.5758378150372,23,5648
1.0,1.0,0.0,20,0.9469338323659244,0.0,20,5649
1.0,1.0,1776.5758378150372,28,0.5285064087406933,1776.5758378150372,28,5650
1.0,1.0,1776.5758378150372,27,0.6875736669473631,1776.5758378150372,27,5651
1.0,1.0,3553.1516756300744,32,0.6875736669473631,3553.1516756300744,32,5652
1.0,1.0,0.0,31,0.5285064087406933,0.0,31,5653
1.0,1.0,1776.5758378150372,29,0.5285064087406933,1776.5758378150372,29,5654
1.0,1.0,1776.5758378150372,20,0.6875736669473631,1776.5758378150372,20,5655
1.0,1.0,5329.727513445112,20,0.5285064087406933,5329.727513445112,20,5656
1.0,1.0,0.0,28,0.5285064087406933,0.0,28,5657
1.0,1.0,0.0,31,0.6875736669473631,0.0,31,5658
1.0,1.0,1776.5758378150372,30,0.5285064087406933,1776.5758378150372,30,5659
1.0,1.0,1776.5758378150372,17,0.9469338323659244,1776.5758378150372,17,5660
1.0,1.0,1776.5758378150372,23,0.5285064087406933,1776.5758378150372,23,5661
1.0,1.0,1776.5758378150372,26,0.5285064087406933,1776.5758378150372,26,5662
1.0,1.0,1776.5758378150372,25,0.889069257965752,1776.5758378150372,25,5663
1.0,1.0,1776.5758378150372,28,0.6875736669473631,1776.5758378150372,28,5664
1.0,1.0,7106.303351260149,28,0.6875736669473631,7106.303351260149,28,5665
1.0,1.0,0.0,25,0.6875736669473631,0.0,25,5666
1.0,1.0,5329.727513445112,27,0.5285064087406933,5329.727513445112,27,5667
1.0,1.0,5329.727513445112,26,0.6875736669473631,5329.727513445112,26,5668
1.0,1.0,0.0,22,0.5285064087406933,0.0,22,5669
1.0,1.0,1776.5758378150372,29,0.5285064087406933,1776.5758378150372,29,5670
1.0,1.0,1776.5758378150372,30,0.6875736669473631,1776.5758378150372,30,5671
1.0,1.0,1776.5758378150372,26,0.5285064087406933,1776.5758378150372,26,5672
1.0,1.0,3553.1516756300744,29,0.926097564296077,3553.1516756300744,29,5673
1.0,1.0,1776.5758378150372,32,0.5285064087406933,1776.5758378150372,32,5674
1.0,1.0,1776.5758378150372,27,0.5285064087406933,1776.5758378150372,27,5675
1.0,1.0,1776.5758378150372,22,0.9469338323659244,1776.5758378150372,22,5676
1.0,1.0,5329.727513445112,37,0.5285064087406933,5329.727513445112,37,5677
1.0,1.0,5329.727513445112,27,0.6875736669473631,5329.727513445112,27,5678
1.0,1.0,1776.5758378150372,26,0.5285064087406933,1776.5758378150372,26,5679
1.0,1.0,1776.5758378150372,21,0.5285064087406933,1776.5758378150372,21,5680
1.0,1.0,0.0,29,0.5285064087406933,0.0,29,5681
1.0,1.0,3553.1516756300744,26,0.5285064087406933,3553.1516756300744,26,5682
1.0,1.0,1776.5758378150372,28,0.5285064087406933,1776.5758378150372,28,5683
1.0,1.0,1776.5758378150372,28,0.5285064087406933,1776.5758378150372,28,5684
1.0,1.0,0.0,28,0.6875736669473631,0.0,28,5685
1.0,1.0,1776.5758378150372,23,0.6875736669473631,1776.5758378150372,23,5686
1.0,1.0,1776.5758378150372,34,0.5285064087406933,1776.5758378150372,34,5687
1.0,1.0,0.0,21,0.5285064087406933,0.0,21,5688
1.0,1.0,1776.5758378150372,25,0.5285064087406933,1776.5758378150372,25,5689
1.0,1.0,1776.5758378150372,24,0.6875736669473631,1776.5758378150372,24,5690
1.0,1.0,3553.1516756300744,26,0.5285064087406933,3553.1516756300744,26,5691
1.0,1.0,3553.1516756300744,30,0.5285064087406933,3553.1516756300744,30,5692
